YEAR,STATE,STATECODE,COUNTY,COUNTYCODE,AREANAME,AVERAGEVALUE
1920,Texas,480,Gray,1790,Gray,28
1920,Texas,480,Grayson,1810,Grayson,114
1920,Texas,480,Gregg,1830,Gregg,42
1920,Texas,480,Grimes,1850,Grimes,32
1920,Texas,480,Guadalupe,1870,Guadalupe,84
1920,Texas,480,Hale,1890,Hale,45
1920,Texas,480,Hall,1910,Hall,46
1920,Texas,480,Hamilton,1930,Hamilton,33
1920,Texas,480,Hansford,1950,Hansford,20
1920,Texas,480,Hardeman,1970,Hardeman,39
1920,Texas,480,Hardin,1990,Hardin,36
1920,Texas,480,Harris,2010,Harris,50
1920,Texas,480,Harrison,2030,Harrison,31
1920,Texas,480,Hartley,2050,Hartley,17
1920,Texas,480,Haskell,2070,Haskell,44
1920,Texas,480,Hays,2090,Hays,38
1920,Texas,480,Hemphill,2110,Hemphill,16
1920,Texas,480,Henderson,2130,Henderson,41
1920,Texas,480,Hidalgo,2150,Hidalgo,105
1920,Texas,480,Hill,2170,Hill,121
1920,Texas,480,Hockley,2190,Hockley,5
1920,Texas,480,Hood,2210,Hood,35
1920,Texas,480,Hopkins,2230,Hopkins,77
1920,Texas,480,Houston,2250,Houston,28
1920,Texas,480,Howard,2270,Howard,19
1920,Texas,480,Hudspeth,2290,Hudspeth,4
1920,Texas,480,Hunt,2310,Hunt,131
1920,Texas,480,Hutchinson,2330,Hutchinson,13
1920,Texas,480,Irion,2350,Irion,7
1920,Texas,480,Jack,2370,Jack,21
1920,Texas,480,Jackson,2390,Jackson,38
1920,Texas,480,Jasper,2410,Jasper,25
1920,Texas,480,Jeff Davis,2430,Jeff Davis,6
1920,Texas,480,Jefferson,2450,Jefferson,42
1920,Texas,480,Jim Hogg,2470,Jim Hogg,20
1920,Texas,480,Jim Wells,2490,Jim Wells,27
1920,Texas,480,Johnson,2510,Johnson,98
1920,Texas,480,Jones,2530,Jones,46
1920,Texas,480,Karnes,2550,Karnes,47
1920,Texas,480,Kaufman,2570,Kaufman,133
1920,Texas,480,Kendall,2590,Kendall,19
1920,Texas,480,Kent,2630,Kent,16
1920,Texas,480,Kerr,2650,Kerr,12
1920,Texas,480,Kimble,2670,Kimble,13
1920,Texas,480,King,2690,King,9
1920,Texas,480,Kinney,2710,Kinney,10
1920,Texas,480,Kleberg,2730,Kleberg,15
1920,Texas,480,Knox,2750,Knox,38
1920,Texas,480,Lamar,2770,Lamar,112
1920,Texas,480,Lamb,2790,Lamb,18
1920,Texas,480,Lampasas,2810,Lampasas,20
1920,Texas,480,La Salle,2830,La Salle,12
1920,Texas,480,Lavaca,2850,Lavaca,54
1920,Texas,480,Lee,2870,Lee,29
1920,Texas,480,Leon,2890,Leon,21
1920,Texas,480,Liberty,2910,Liberty,28
1920,Texas,480,Limestone,2930,Limestone,73
1920,Texas,480,Lipscomb,2950,Lipscomb,21
1920,Texas,480,Live Oak,2970,Live Oak,24
1920,Texas,480,Llano,2990,Llano,17
1920,Texas,480,Loving,3010,Loving,4
1920,Texas,480,Lubbock,3030,Lubbock,41
1920,Texas,480,Lynn,3050,Lynn,25
1920,Texas,480,McCulloch,3070,Mcculloch,27
1920,Texas,480,McLennan,3090,Mclennan,102
1920,Texas,480,McMullen,3110,Mcmullen,9
1920,Texas,480,Madison,3130,Madison,30
1920,Texas,480,Marion,3150,Marion,23
1920,Texas,480,Martin,3170,Martin,9
1920,Texas,480,Mason,3190,Mason,22
1920,Texas,480,Matagorda,3210,Matagorda,34
1920,Texas,480,Maverick,3230,Maverick,9
1920,Texas,480,Medina,3250,Medina,26
1920,Texas,480,Menard,3270,Menard,17
1920,Texas,480,Midland,3290,Midland,9
1920,Texas,480,Milam,3310,Milam,63
1920,Texas,480,Mills,3330,Mills,23
1920,Texas,480,Mitchell,3350,Mitchell,17
1920,Texas,480,Montague,3370,Montague,35
1920,Texas,480,Montgomery,3390,Montgomery,26
1920,Texas,480,Moore,3410,Moore,10
1920,Texas,480,Morris,3430,Morris,48
1920,Texas,480,Motley,3450,Motley,17
1920,Texas,480,Nacogdoches,3470,Nacogdoches,29
1920,Texas,480,Navarro,3490,Navarro,101
1920,Texas,480,Newton,3510,Newton,20
1920,Texas,480,Nolan,3530,Nolan,22
1920,Texas,480,Nueces,3550,Nueces,69
1920,Texas,480,Ochiltree,3570,Ochiltree,24
1920,Texas,480,Oldham,3590,Oldham,12
1920,Texas,480,Orange,3610,Orange,43
1920,Texas,480,Palo Pinto,3630,Palo Pinto,30
1920,Texas,480,Panola,3650,Panola,32
1920,Texas,480,Parker,3670,Parker,40
1920,Texas,480,Parmer,3690,Parmer,23
1920,Texas,480,Pecos,3710,Pecos,6
1920,Texas,480,Polk,3730,Polk,24
1920,Texas,480,Potter,3750,Potter,14
1920,Texas,480,Presidio,3770,Presidio,5
1920,Texas,480,Rains,3790,Rains,61
1920,Texas,480,Randall,3810,Randall,23
1920,Texas,480,Reagan,3830,Reagan,6
1920,Texas,480,Real,3850,Real,7
1920,Texas,480,Red River,3870,Red River,76
1920,Texas,480,Reeves,3890,Reeves,4
1920,Texas,480,Refugio,3910,Refugio,45
1920,Texas,480,Roberts,3930,Roberts,19
1920,Texas,480,Robertson,3950,Robertson,36
1920,Texas,480,Rockwall,3970,Rockwall,209
1920,Texas,480,Runnels,3990,Runnels,37
1920,Texas,480,Rusk,4010,Rusk,30
1920,Texas,480,Sabine,4030,Sabine,25
1920,Texas,480,San Augustine,4050,San Augustine,24
1920,Texas,480,San Jacinto,4070,San Jacinto,27
1920,Texas,480,San Patricio,4090,San Patricio,67
1920,Texas,480,San Saba,4110,San Saba,20
1920,Texas,480,Schleicher,4130,Schleicher,12
1920,Texas,480,Scurry,4150,Scurry,28
1920,Texas,480,Shackelford,4170,Shackelford,22
1920,Texas,480,Shelby,4190,Shelby,31
1920,Texas,480,Sherman,4210,Sherman,13
1920,Texas,480,Smith,4230,Smith,37
1920,Texas,480,Somervell,4250,Somervell,26
1920,Texas,480,Starr,4270,Starr,8
1920,Texas,480,Stephens,4290,Stephens,43
1920,Texas,480,Sterling,4310,Sterling,9
1920,Texas,480,Stonewall,4330,Stonewall,20
1920,Texas,480,Sutton,4350,Sutton,10
1920,Texas,480,Swisher,4370,Swisher,31
1920,Texas,480,Tarrant,4390,Tarrant,104
1920,Texas,480,Taylor,4410,Taylor,37
1920,Texas,480,Terrell,4430,Terrell,4
1920,Texas,480,Terry,4450,Terry,27
1920,Texas,480,Throckmorton,4470,Throckmorton,24
1920,Texas,480,Titus,4490,Titus,56
1920,Texas,480,Tom Green,4510,Tom Green,16
1920,Texas,480,Travis,4530,Travis,72
1920,Texas,480,Trinity,4550,Trinity,20
1920,Texas,480,Tyler,4570,Tyler,20
1920,Texas,480,Upshur,4590,Upshur,37
1920,Texas,480,Upton,4610,Upton,4
1920,Texas,480,Uvalde,4630,Uvalde,13
1920,Texas,480,Val Verde,4650,Val Verde,6
1920,Texas,480,Van Zandt,4670,Van Zandt,53
1920,Texas,480,Victoria,4690,Victoria,32
1920,Texas,480,Walker,4710,Walker,25
1920,Texas,480,Waller,4730,Waller,31
1920,Texas,480,Ward,4750,Ward,19
1920,Texas,480,Washington,4770,Washington,56
1920,Texas,480,Webb,4790,Webb,9
1920,Texas,480,Wharton,4810,Wharton,58
1920,Texas,480,Wheeler,4830,Wheeler,32
1920,Texas,480,Wichita,4850,Wichita,43
1920,Texas,480,Wilbarger,4870,Wilbarger,68
1920,Texas,480,Willacy,4890,Willacy,6
1920,Texas,480,Williamson,4910,Williamson,93
1920,Texas,480,Wilson,4930,Wilson,46
1920,Texas,480,Winkler,4950,Winkler,5
1920,Texas,480,Wise,4970,Wise,44
1920,Texas,480,Wood,4990,Wood,51
1920,Texas,480,Yoakum,5010,Yoakum,9
1920,Texas,480,Young,5030,Young,34
1920,Texas,480,Zapata,5050,Zapata,4
1920,Texas,480,Zavala,5070,Zavala,11
1920,Utah,490,Beaver,10,Beaver,50
1920,Utah,490,Box Elder,30,Box Elder,47
1920,Utah,490,Cache,50,Cache,92
1920,Utah,490,Carbon,70,Carbon,42
1920,Utah,490,Daggett,90,Daggett,17
1920,Utah,490,Davis,110,Davis,144
1920,Utah,490,Duchesne,130,Duchesne,29
1920,Utah,490,Emery,150,Emery,32
1920,Utah,490,Garfield,170,Garfield,27
1920,Utah,490,Grand,190,Grand,30
1920,Utah,490,Iron,210,Iron,21
1920,Utah,490,Juab,230,Juab,33
1920,Utah,490,Kane,250,Kane,16
1920,Utah,490,Millard,270,Millard,51
1920,Utah,490,Morgan,290,Morgan,21
1920,Utah,490,Piute,310,Piute,48
1920,Utah,490,Rich,330,Rich,15
1920,Utah,490,Salt Lake,350,Salt Lake,84
1920,Utah,490,San Juan,370,San Juan,21
1920,Utah,490,Sanpete,390,Sanpete,42
1920,Utah,490,Sevier,410,Sevier,104
1920,Utah,490,Summit,430,Summit,19
1920,Utah,490,Tooele,450,Tooele,25
1920,Utah,490,Uintah,470,Uintah,43
1920,Utah,490,Utah,490,Utah,84
1920,Utah,490,Wasatch,510,Wasatch,28
1920,Utah,490,Washington,530,Washington,32
1920,Utah,490,Wayne,550,Wayne,41
1920,Utah,490,Weber,570,Weber,68
1920,Washington,530,Adams,10,Adams,37
1920,Washington,530,Asotin,30,Asotin,39
1920,Washington,530,Benton,50,Benton,47
1920,Washington,530,Chelan,70,Chelan,148
1920,Washington,530,Clallam,90,Clallam,92
1920,Washington,530,Clark,110,Clark,122
1920,Washington,530,Columbia,130,Columbia,83
1920,Washington,530,Cowlitz,150,Cowlitz,64
1920,Washington,530,Douglas,170,Douglas,40
1920,Washington,530,Ferry,190,Ferry,20
1920,Washington,530,Franklin,210,Franklin,18
1920,Washington,530,Garfield,230,Garfield,57
1920,Washington,530,Grant,250,Grant,28
1920,Washington,530,Grays Harbor,270,Grays Harbor,85
1920,Washington,530,Island,290,Island,96
1920,Washington,530,Jefferson,310,Jefferson,62
1920,Washington,530,King,330,King,258
1920,Washington,530,Kitsap,350,Kitsap,175
1920,Washington,530,Kittitas,370,Kittitas,74
1920,Washington,530,Klickitat,390,Klikatat,30
1920,Washington,530,Lewis,410,Lewis,87
1920,Washington,530,Lincoln,430,Lincoln,50
1920,Washington,530,Mason,450,Mason,58
1920,Washington,530,Okanogan,470,Okanogan,33
1920,Washington,530,Pacific,490,Pacific,76
1920,Washington,530,Pend Oreille,510,Pend Oreille,31
1920,Washington,530,Pierce,530,Pierce,177
1920,Washington,530,San Juan,550,San Juan,58
1920,Washington,530,Skagit,570,Skagit,185
1920,Washington,530,Skamania,590,Skamania,72
1920,Washington,530,Snohomish,610,Snohomish,152
1920,Washington,530,Spokane,630,Spokane,84
1920,Washington,530,Stevens,650,Stevens,40
1920,Washington,530,Thurston,670,Thurston,71
1920,Washington,530,Wahkiakum,690,Wahkiakum,86
1920,Washington,530,Walla Walla,710,Walla Walla,83
1920,Washington,530,Whatcom,730,Whatcom,140
1920,Washington,530,Whitman,750,Whitman,98
1920,Washington,530,Yakima,770,Yakima,166
1925,Arizona,40,Apache,10,Apache,3
1925,Arizona,40,Cochise,30,Cochise,4
1925,Arizona,40,Coconino,50,Coconino,4
1925,Arizona,40,Gila,70,Gila,17
1925,Arizona,40,Graham,90,Graham,29
1925,Arizona,40,Greenlee,110,Greenlee,52
1925,Arizona,40,Maricopa,130,Maricopa,91
1925,Arizona,40,Mohave,150,Mohave,3
1925,Arizona,40,Navajo,170,Navajo,4
1925,Arizona,40,Pima,190,Pima,12
1925,Arizona,40,Pinal,210,Pinal,18
1925,Arizona,40,Santa Cruz,230,Santa Cruz,6
1925,Arizona,40,Yavapai,250,Yavapai,5
1925,Arizona,40,Yuma,270,Yuma,127
1925,California,60,Alameda,10,Alameda,241
1925,California,60,Alpine,30,Alpine,25
1925,California,60,Amador,50,Amador,21
1925,California,60,Butte,70,Butte,85
1925,California,60,Calaveras,90,Calaveras,17
1925,California,60,Colusa,110,Colusa,93
1925,California,60,Contra Costa,130,Contra Costa,155
1925,California,60,Del Norte,150,Del Norte,75
1925,California,60,El Dorado,170,El Dorado,28
1925,California,60,Fresno,190,Fresno,114
1925,California,60,Glenn,210,Glenn,67
1925,California,60,Humboldt,230,Humboldt,78
1925,California,60,Imperial,250,Imperial,161
1925,California,60,Inyo,270,Inyo,60
1925,California,60,Kern,290,Kern,52
1925,California,60,Kings,310,Kings,99
1925,California,60,Lake,330,Lake,67
1925,California,60,Lassen,350,Lassen,20
1925,California,60,Los Angeles,370,Los Angeles,765
1925,California,60,Madera,390,Madera,76
1925,California,60,Marin,410,Marin,62
1925,California,60,Mariposa,430,Mariposa,12
1925,California,60,Mendocino,450,Mendocino,30
1925,California,60,Merced,470,Merced,97
1925,California,60,Modoc,490,Modoc,24
1925,California,60,Mono,510,Mono,18
1925,California,60,Monterey,530,Monterey,52
1925,California,60,Napa,550,Napa,100
1925,California,60,Nevada,570,Nevada,31
1925,California,60,Orange,590,Orange,710
1925,California,60,Placer,610,Placer,102
1925,California,60,Plumas,630,Plumas,27
1925,California,60,Riverside,650,Riverside,209
1925,California,60,Sacramento,670,Sacramento,180
1925,California,60,San Benito,690,San Benito,43
1925,California,60,San Bernardino,710,San Bernardino,299
1925,California,60,San Diego,730,San Diego,74
1925,California,60,San Francisco,750,San Francisco,1543
1925,California,60,San Joaquin,770,San Joaquin,191
1925,California,60,San Luis Obispo,790,San Luis Obispo,40
1925,California,60,San Mateo,810,San Mateo,169
1925,California,60,Santa Barbara,830,Santa Barbara,80
1925,California,60,Santa Clara,850,Santa Clara,259
1925,California,60,Santa Cruz,870,Santa Cruz,202
1925,California,60,Shasta,890,Shasta,24
1925,California,60,Sierra,910,Sierra,27
1925,California,60,Siskiyou,930,Siskiyou,28
1925,California,60,Solano,950,Solano,112
1925,California,60,Sonoma,970,Sonoma,160
1925,California,60,Stanislaus,990,Stanislaus,145
1925,California,60,Sutter,1010,Sutter,176
1925,California,60,Tehama,1030,Tehama,25
1925,California,60,Trinity,1050,Trinity,13
1925,California,60,Tulare,1070,Tulare,158
1925,California,60,Tuolumne,1090,Tuolumne,14
1925,California,60,Ventura,1110,Ventura,252
1925,California,60,Yolo,1130,Yolo,150
1925,California,60,Yuba,1150,Yuba,52
1925,Colorado,80,Adams,10,Adams,45
1925,Colorado,80,Alamosa,30,Alamosa,21
1925,Colorado,80,Arapahoe,50,Arapahoe,38
1925,Colorado,80,Archuleta,70,Archuleta,12
1925,Colorado,80,Baca,90,Baca,9
1925,Colorado,80,Bent,110,Bent,17
1925,Colorado,80,Boulder,130,Boulder,98
1925,Colorado,80,Chaffee,150,Chaffee,35
1925,Colorado,80,Cheyenne,170,Cheyenne,19
1925,Colorado,80,Clear Creek,190,Clear Creek,22
1925,Colorado,80,Conejos,210,Conejos,33
1925,Colorado,80,Costilla,230,Costilla,7
1925,Colorado,80,Crowley,250,Crowley,33
1925,Colorado,80,Custer,270,Custer,12
1925,Colorado,80,Delta,290,Delta,67
1925,Colorado,80,Denver,310,Denver,708
1925,Colorado,80,Dolores,330,Dolores,5
1925,Colorado,80,Douglas,350,Douglas,20
1925,Colorado,80,Eagle,370,Eagle,36
1925,Colorado,80,Elbert,390,Elbert,17
1925,Colorado,80,El Paso,410,El Paso,19
1925,Colorado,80,Fremont,430,Fremont,19
1925,Colorado,80,Garfield,450,Garfield,37
1925,Colorado,80,Gilpin,470,Gilpin,9
1925,Colorado,80,Grand,490,Grand,19
1925,Colorado,80,Gunnison,510,Gunnison,24
1925,Colorado,80,Hinsdale,530,Hinsdale,23
1925,Colorado,80,Huerfano,550,Huerfano,10
1925,Colorado,80,Jackson,570,Jackson,13
1925,Colorado,80,Jefferson,590,Jefferson,84
1925,Colorado,80,Kiowa,610,Kiowa,12
1925,Colorado,80,Kit Carson,630,Kit Carson,18
1925,Colorado,80,Lake,650,Lake,12
1925,Colorado,80,La Plata,670,La Plata,21
1925,Colorado,80,Larimer,690,Larimer,53
1925,Colorado,80,Las Animas,710,Las Animas,7
1925,Colorado,80,Lincoln,730,Lincoln,17
1925,Colorado,80,Logan,750,Logan,28
1925,Colorado,80,Mesa,770,Mesa,50
1925,Colorado,80,Mineral,790,Mineral,17
1925,Colorado,80,Moffat,810,Moffat,10
1925,Colorado,80,Montezuma,830,Montezuma,19
1925,Colorado,80,Montrose,850,Montrose,45
1925,Colorado,80,Morgan,870,Morgan,32
1925,Colorado,80,Otero,890,Otero,34
1925,Colorado,80,Ouray,910,Ouray,20
1925,Colorado,80,Park,930,Park,10
1925,Colorado,80,Phillips,950,Phillips,38
1925,Colorado,80,Pitkin,970,Pitkin,30
1925,Colorado,80,Prowers,990,Prowers,24
1925,Colorado,80,Pueblo,1010,Pueblo,16
1925,Colorado,80,Rio Blanco,1030,Rio Blanco,19
1925,Colorado,80,Rio Grande,1050,Rio Grande,63
1925,Colorado,80,Routt,1070,Routt,20
1925,Colorado,80,Saguache,1090,Saguache,18
1925,Colorado,80,San Miguel,1130,San Miguel,14
1925,Colorado,80,Sedgwick,1150,Sedgwick,34
1925,Colorado,80,Summit,1170,Summit,27
1925,Colorado,80,Teller,1190,Teller,12
1925,Colorado,80,Washington,1210,Washington,19
1925,Colorado,80,Weld,1230,Weld,47
1925,Colorado,80,Yuma,1250,Yuma,19
1925,Nevada,320,Churchill,10,Churchill,50
1925,Nevada,320,Clark,30,Clark,100
1925,Nevada,320,Douglas,50,Douglas,26
1925,Nevada,320,Elko,70,Elko,9
1925,Nevada,320,Esmeralda,90,Esmeralda,20
1925,Nevada,320,Eureka,110,Eureka,17
1925,Nevada,320,Humboldt,130,Humboldt,10
1925,Nevada,320,Lander,150,Lander,9
1925,Nevada,320,Lincoln,170,Lincoln,31
1925,Nevada,320,Lyon,190,Lyon,51
1925,Nevada,320,Mineral,210,Mineral,25
1925,Nevada,320,Nye,230,Nye,16
1925,Nevada,320,Ormsby,250,Ormsby,31
1925,Nevada,320,Pershing,270,Pershing,21
1925,Nevada,320,Storey,290,Storey,48
1925,Nevada,320,Washoe,310,Washoe,18
1925,Nevada,320,White Pine,330,White Pine,27
1925,New Mexico,350,Bernalillo,10,Bernalillo,22
1925,New Mexico,350,Catron,30,Catron,4
1925,New Mexico,350,Chaves,50,Chaves,6
1925,New Mexico,350,Colfax,70,Colfax,7
1925,New Mexico,350,Curry,90,Curry,18
1925,New Mexico,350,De Baca,110,De Baca,3
1925,New Mexico,350,Dona Ana,130,Dona Ana,22
1925,New Mexico,350,Eddy,150,Eddy,12
1925,New Mexico,350,Grant,170,Grant,6
1925,New Mexico,350,Guadalupe,190,Guadalupe,4
1925,New Mexico,350,Harding,210,Harding,5
1925,New Mexico,350,Hidalgo,230,Hidalgo,2
1925,New Mexico,350,Lea,250,Lea,5
1925,New Mexico,350,Lincoln,270,Lincoln,3
1925,New Mexico,350,Luna,290,Luna,5
1925,New Mexico,350,McKinley,310,Mckinley,3
1925,New Mexico,350,Mora,330,Mora,7
1925,New Mexico,350,Otero,350,Otero,7
1925,New Mexico,350,Quay,370,Quay,7
1925,New Mexico,350,Rio Arriba,390,Rio Arriba,9
1925,New Mexico,350,Roosevelt,410,Roosevelt,10
1925,New Mexico,350,Sandoval,430,Sandoval,6
1925,New Mexico,350,San Juan,450,San Juan,33
1925,New Mexico,350,San Miguel,470,San Miguel,5
1925,New Mexico,350,Santa Fe,490,Santa Fe,9
1925,New Mexico,350,Sierra,510,Sierra,3
1925,New Mexico,350,Socorro,530,Socorro,3
1925,New Mexico,350,Taos,550,Taos,18
1925,New Mexico,350,Torrance,570,Torrance,6
1925,New Mexico,350,Union,590,Union,7
1925,New Mexico,350,Valencia,610,Valencia,4
1925,Oregon,410,Baker,10,Baker,29
1925,Oregon,410,Benton,30,Benton,68
1925,Oregon,410,Clackamas,50,Clackamas,128
1925,Oregon,410,Clatsop,70,Clatsop,95
1925,Oregon,410,Columbia,90,Columbia,82
1925,Oregon,410,Coos,110,Coos,61
1925,Oregon,410,Crook,130,Crook,12
1925,Oregon,410,Curry,150,Curry,34
1925,Oregon,410,Deschutes,170,Deschutes,43
1925,Oregon,410,Douglas,190,Douglas,39
1925,Oregon,410,Gilliam,210,Gilliam,20
1925,Oregon,410,Grant,230,Grant,10
1925,Oregon,410,Harney,250,Harney,17
1925,Oregon,410,Hood River,270,Hood River,259
1925,Oregon,410,Jackson,290,Jackson,83
1925,Oregon,410,Jefferson,310,Jefferson,11
1925,Oregon,410,Josephine,330,Josephine,63
1925,Oregon,410,Klamath,350,Klamath,31
1925,Oregon,410,Lake,370,Lake,14
1925,Oregon,410,Lane,390,Lane,63
1925,Oregon,410,Lincoln,410,Lincoln,35
1925,Oregon,410,Linn,430,Linn,67
1925,Oregon,410,Malheur,450,Malheur,28
1925,Oregon,410,Marion,470,Marion,125
1925,Oregon,410,Morrow,490,Morrow,16
1925,Oregon,410,Multnomah,510,Multnomah,333
1925,Oregon,410,Polk,530,Polk,92
1925,Oregon,410,Sherman,550,Sherman,37
1925,Oregon,410,Tillamook,570,Tillamook,130
1925,Oregon,410,Umatilla,590,Umatilla,46
1925,Oregon,410,Union,610,Union,46
1925,Oregon,410,Wallowa,630,Wallowa,21
1925,Oregon,410,Wasco,650,Wasco,22
1925,Oregon,410,Washington,670,Washington,154
1925,Oregon,410,Wheeler,690,Wheeler,8
1925,Oregon,410,Yamhill,710,Yamhill,104
1925,Texas,480,Anderson,10,Anderson,24
1925,Texas,480,Andrews,30,Andrews,9
1925,Texas,480,Angelina,50,Angelina,26
1925,Texas,480,Aransas,70,Aransas,11
1925,Texas,480,Archer,90,Archer,23
1925,Texas,480,Armstrong,110,Armstrong,16
1925,Texas,480,Atascosa,130,Atascosa,27
1925,Texas,480,Austin,150,Austin,41
1925,Texas,480,Bailey,170,Bailey,25
1925,Texas,480,Bandera,190,Bandera,14
1925,Texas,480,Bastrop,210,Bastrop,40
1925,Texas,480,Baylor,230,Baylor,25
1925,Texas,480,Bee,250,Bee,30
1925,Texas,480,Bell,270,Bell,85
1925,Texas,480,Bexar,290,Bexar,73
1925,Texas,480,Blanco,310,Blanco,14
1925,Texas,480,Borden,330,Borden,11
1925,Texas,480,Bosque,350,Bosque,37
1925,Texas,480,Bowie,370,Bowie,35
1925,Texas,480,Brazoria,390,Brazoria,36
1925,Texas,480,Brazos,410,Brazos,33
1925,Texas,480,Brewster,430,Brewster,3
1925,Texas,480,Briscoe,450,Briscoe,17
1925,Texas,480,Brooks,470,Brooks,10
1925,Texas,480,Brown,490,Brown,32
1925,Texas,480,Burleson,510,Burleson,40
1925,Texas,480,Burnet,530,Burnet,21
1925,Texas,480,Caldwell,550,Caldwell,72
1925,Texas,480,Calhoun,570,Calhoun,39
1925,Texas,480,Callahan,590,Callahan,26
1925,Texas,480,Cameron,610,Cameron,152
1925,Texas,480,Camp,630,Camp,30
1925,Texas,480,Carson,650,Carson,25
1925,Texas,480,Cass,670,Cass,18
1925,Texas,480,Castro,690,Castro,23
1925,Texas,480,Chambers,710,Chambers,13
1925,Texas,480,Cherokee,730,Cherokee,26
1925,Texas,480,Childress,750,Childress,30
1925,Texas,480,Clay,770,Clay,35
1925,Texas,480,Cochran,790,Cochran,13
1925,Texas,480,Coke,810,Coke,16
1925,Texas,480,Coleman,830,Coleman,36
1925,Texas,480,Collin,850,Collin,104
1925,Texas,480,Collingsworth,870,Collingsworth,38
1925,Texas,480,Colorado,890,Colorado,28
1925,Texas,480,Comal,910,Comal,28
1925,Texas,480,Comanche,930,Comanche,26
1925,Texas,480,Concho,950,Concho,26
1925,Texas,480,Cooke,970,Cooke,52
1925,Texas,480,Coryell,990,Coryell,39
1925,Texas,480,Cottle,1010,Cottle,33
1925,Texas,480,Crane,1030,Crane,4
1925,Texas,480,Crockett,1050,Crockett,7
1925,Texas,480,Crosby,1070,Crosby,40
1925,Texas,480,Culberson,1090,Culberson,3
1925,Texas,480,Dallam,1110,Dallam,12
1925,Texas,480,Dallas,1130,Dallas,153
1925,Texas,480,Dawson,1150,Dawson,39
1925,Texas,480,Deaf Smith,1170,Deaf Smith,17
1925,Texas,480,Delta,1190,Delta,102
1925,Texas,480,Denton,1210,Denton,73
1925,Texas,480,DeWitt,1230,De Witt,54
1925,Texas,480,Dickens,1250,Dickens,19
1925,Texas,480,Dimmit,1270,Dimmit,42
1925,Texas,480,Donley,1290,Donley,29
1925,Texas,480,Duval,1310,Duval,18
1925,Texas,480,Eastland,1330,Eastland,19
1925,Texas,480,Ector,1350,Ector,7
1925,Texas,480,Edwards,1370,Edwards,6
1925,Texas,480,Ellis,1390,Ellis,123
1925,Texas,480,El Paso,1410,El Paso,47
1925,Texas,480,Erath,1430,Erath,24
1925,Texas,480,Falls,1450,Falls,86
1925,Texas,480,Fannin,1470,Fannin,84
1925,Texas,480,Fayette,1490,Fayette,51
1925,Texas,480,Fisher,1510,Fisher,41
1925,Texas,480,Floyd,1530,Floyd,42
1925,Texas,480,Foard,1550,Foard,25
1925,Texas,480,Fort Bend,1570,Fort Bend,59
1925,Texas,480,Franklin,1590,Franklin,29
1925,Texas,480,Freestone,1610,Freestone,24
1925,Texas,480,Frio,1630,Frio,19
